04/04/2023 12:25:15.691,__RLS_1__,OK,NULL
04/04/2023 12:25:15.695,__ZRDN_1__,OK,20
04/04/2023 12:25:16.040,__RLS_2__,OK,NULL
04/04/2023 12:25:16.049,__ZRDN_2__,OK,20
04/04/2023 12:25:16.096,__SPRO__,OK,10
04/04/2023 12:25:16.129,__RLS_3__,OK,NULL
04/04/2023 12:25:16.179,__ZRDN_3__,OK,20
04/04/2023 12:25:17.053,__ZRDN_1__,OK,20
04/04/2023 12:25:17.080,__RLS_2__,Обнаружен Бал.блок,3fdb12,X8187466 Y720132
04/04/2023 12:25:17.118,__RLS_1__,OK,NULL
04/04/2023 12:25:17.134,__RLS_2__,Обнаружен Бал.блок,01f983,X6517520 Y3289884
04/04/2023 12:25:17.202,__RLS_2__,Обнаружен Бал.блок,cee060,X7720106 Y760400
04/04/2023 12:25:17.204,__RLS_2__,Бал.блок движется в направлении СПРО,cee060,X7720106 Y760400
04/04/2023 12:25:17.220,__ZRDN_2__,OK,20
04/04/2023 12:25:17.249,__RLS_3__,OK,NULL
04/04/2023 12:25:17.253,__SPRO__,OK,10
04/04/2023 12:25:17.270,__RLS_2__,OK,NULL
04/04/2023 12:25:17.289,__ZRDN_3__,OK,20
04/04/2023 12:25:18.141,__ZRDN_1__,OK,20
04/04/2023 12:25:18.315,__RLS_1__,OK,NULL
04/04/2023 12:25:18.347,__RLS_3__,OK,NULL
04/04/2023 12:25:18.352,__ZRDN_2__,OK,20
04/04/2023 12:25:18.392,__SPRO__,OK,10
04/04/2023 12:25:18.396,__RLS_2__,OK,NULL
04/04/2023 12:25:18.406,__ZRDN_3__,OK,20
04/04/2023 12:25:19.420,__ZRDN_1__,OK,20
04/04/2023 12:25:19.490,__RLS_3__,OK,NULL
04/04/2023 12:25:19.526,__ZRDN_2__,OK,20
04/04/2023 12:25:19.545,__RLS_1__,OK,NULL
04/04/2023 12:25:19.550,__RLS_2__,OK,NULL
04/04/2023 12:25:19.560,__SPRO__,OK,10
04/04/2023 12:25:19.560,__ZRDN_3__,OK,20
04/04/2023 12:25:20.637,__RLS_3__,OK,NULL
04/04/2023 12:25:20.646,__ZRDN_1__,OK,20
04/04/2023 12:25:20.701,__ZRDN_2__,OK,20
04/04/2023 12:25:20.716,__RLS_2__,OK,NULL
04/04/2023 12:25:20.718,__ZRDN_3__,OK,20
04/04/2023 12:25:20.725,__SPRO__,OK,10
04/04/2023 12:25:20.742,__RLS_1__,OK,NULL
04/04/2023 12:25:21.809,__RLS_3__,OK,NULL
04/04/2023 12:25:21.857,__ZRDN_1__,OK,20
04/04/2023 12:25:21.880,__ZRDN_3__,OK,20
04/04/2023 12:25:21.882,__RLS_2__,OK,NULL
04/04/2023 12:25:21.884,__ZRDN_2__,OK,20
04/04/2023 12:25:21.898,__SPRO__,OK,10
04/04/2023 12:25:21.931,__RLS_1__,OK,NULL
04/04/2023 12:25:22.912,__RLS_3__,OK,NULL
04/04/2023 12:25:23.029,__ZRDN_1__,OK,20
04/04/2023 12:25:23.047,__ZRDN_3__,OK,20
04/04/2023 12:25:23.050,__RLS_2__,OK,NULL
04/04/2023 12:25:23.065,__ZRDN_2__,OK,20
04/04/2023 12:25:23.073,__SPRO__,OK,10
04/04/2023 12:25:23.116,__RLS_1__,OK,NULL
04/04/2023 12:25:23.994,__RLS_3__,OK,NULL
04/04/2023 12:25:24.223,__ZRDN_1__,OK,20
04/04/2023 12:25:24.252,__ZRDN_3__,OK,20
04/04/2023 12:25:24.265,__RLS_2__,OK,NULL
04/04/2023 12:25:24.276,__ZRDN_2__,OK,20
04/04/2023 12:25:24.287,__SPRO__,OK,10
04/04/2023 12:25:24.336,__RLS_1__,OK,NULL
04/04/2023 12:25:25.271,__RLS_3__,OK,NULL
04/04/2023 12:25:25.416,__ZRDN_1__,OK,20
04/04/2023 12:25:25.437,__RLS_2__,OK,NULL
04/04/2023 12:25:25.445,__ZRDN_3__,OK,20
04/04/2023 12:25:25.450,__ZRDN_2__,OK,20
04/04/2023 12:25:25.460,__SPRO__,OK,10
04/04/2023 12:25:25.508,__RLS_1__,OK,NULL
04/04/2023 12:25:26.465,__RLS_3__,OK,NULL
04/04/2023 12:25:26.623,__ZRDN_1__,OK,20
04/04/2023 12:25:26.638,__RLS_2__,OK,NULL
04/04/2023 12:25:26.648,__ZRDN_3__,OK,20
04/04/2023 12:25:26.661,__ZRDN_2__,OK,20
04/04/2023 12:25:26.662,__SPRO__,OK,10
04/04/2023 12:25:26.720,__RLS_1__,OK,NULL
04/04/2023 12:25:27.603,__RLS_3__,OK,NULL
04/04/2023 12:25:27.773,__RLS_2__,OK,NULL
04/04/2023 12:25:27.782,__ZRDN_1__,OK,20
04/04/2023 12:25:27.800,__ZRDN_3__,OK,20
04/04/2023 12:25:27.812,__ZRDN_2__,OK,20
04/04/2023 12:25:27.825,__SPRO__,OK,10
04/04/2023 12:25:27.864,__RLS_1__,OK,NULL
04/04/2023 12:25:28.665,__RLS_3__,OK,NULL
04/04/2023 12:25:28.976,__RLS_2__,OK,NULL
04/04/2023 12:25:29.021,__ZRDN_1__,OK,20
04/04/2023 12:25:29.031,__ZRDN_3__,OK,20
04/04/2023 12:25:29.063,__SPRO__,OK,10
04/04/2023 12:25:29.072,__ZRDN_2__,OK,20
04/04/2023 12:25:29.110,__RLS_1__,OK,NULL
04/04/2023 12:25:29.955,__RLS_3__,OK,NULL
