4e1321;4436171;2698101
ab9835;2945217;3046867
4e1321;4436342;2698202
ab9835;2953434;3045734
7cc6a7;3104570;2467253
7cc6a7;3105710;2467759
e6a607;4202912;1025714
e6a607;4218944;1031318
8d5c71;3269366;3081788
8d5c71;3275049;3088182
bb9aac;3305208;1691508
bb9aac;3313196;1695546
9662a0;5212925;3797425
9662a0;5208642;3790522
18f73b;5024624;2806628
18f73b;5025436;2806942
0ddda4;4397164;2419552
0ddda4;4397746;2419828
d594bc;3520072;3598076
d594bc;3520108;3598114
d264a8;4061619;2116141
d264a8;4062857;2116423
b90391;5795243;2615432
b90391;5776281;2619944
7d78ad;4637339;3729125
7d78ad;4637678;3729250
de7447;4322225;2170071
9e8912;5194758;3062077
de7447;4322450;2170142
9e8912;5196274;3062231
8e1e4c;3974126;2930990
8e1e4c;3969252;2923980
249ca2;3231217;3760194
249ca2;3240434;3756388
c86d3d;4302966;2178184
c86d3d;4304898;2178552
976939;3597061;3971031
976939;3597122;3971062
4ea516;5459011;3717154
4ea516;5468022;3716308
9116dc;3065672;3296035
9116dc;3066344;3296070
10a64c;4873924;3441147
10a64c;4881848;3446294
0dfb21;3208121;2522078
0dfb21;3208242;2522156
25f2fc;4339213;3040021
25f2fc;4339426;3040042
e13c99;4518560;895792
e13c99;4515140;903848
422cb7;3504276;2678617
422cb7;3504552;2679234
8fc4c4;3818610;3946645
8fc4c4;3819220;3947290
f0b733;5104175;3340143
f0b733;5104350;3340286
24a22f;5701538;2957504
72a392;5603478;3173107
72a392;5603956;3173214
a26078;5451295;3444075
a26078;5454590;3436150
b7d947;3316464;3256255
b7d947;3321392;3272765
e0c1f2;4379099;1989044
e0c1f2;4379198;1989088
b05842;3256994;3198051
b05842;3258982;3198153
2eff80;2913365;4128131
2eff80;2914095;4128393
0741ce;4838520;2085265
0741ce;4839040;2085530
7e2642;4102118;2718037
7e2642;4102236;2718074
2b8086;5384007;1040143
2b8086;5387014;1049286
c2d4d6;2859976;2562077
c2d4d6;2860952;2562154
04a809;3996908;3512904
04a809;3997362;3513356
56f562;3049145;2899116
56f562;3049290;2899232
6cdab7;4819575;804490
6cdab7;4827320;809464
ddc3be;4617480;858757
ddc3be;4612720;865748
c23a65;2627164;3926089
c23a65;2627328;3926178
64cb5e;3024786;4126163
64cb5e;3025572;4126326
27974c;3855632;1217212
27974c;3859628;1224323
35a5ea;3297773;2809511
35a5ea;3298546;2810022
7f4b5b;3615707;2729324
7f4b5b;3625414;2729648
