bcfea6;5926352;3915708
bcfea6;5933528;3912062
bcfea6;5940704;3908416
bcfea6;5947880;3904770
bcfea6;5955056;3901124
bcfea6;5962232;3897478
bcfea6;5969408;3893832
bcfea6;5976584;3890186
bcfea6;5983760;3886540
bcfea6;5990936;3882894
bcfea6;5998112;3879248
bcfea6;6005288;3875602
bcfea6;6012464;3871956
bcfea6;6019640;3868310
bcfea6;6026816;3864664
bcfea6;6033992;3861018
bcfea6;6041168;3857372
bcfea6;6048344;3853726
bcfea6;6055520;3850080
bcfea6;6062696;3846434
bcfea6;6069872;3842788
bcfea6;6077048;3839142
bcfea6;6084224;3835496
bcfea6;6091400;3831850
bcfea6;6098576;3828204
bcfea6;6105752;3824558
bcfea6;6112928;3820912
bcfea6;6120104;3817266
bcfea6;6127280;3813620
bcfea6;6134456;3809974
bcfea6;6141632;3806328
bcfea6;6148808;3802682
bcfea6;6155984;3799036
bcfea6;6163160;3795390
bcfea6;6170336;3791744
bcfea6;6177512;3788098
bcfea6;6184688;3784452
bcfea6;6191864;3780806
bcfea6;6199040;3777160
bcfea6;6206216;3773514
bcfea6;6213392;3769868
bcfea6;6220568;3766222
bcfea6;6227744;3762576
bcfea6;6234920;3758930
bcfea6;6242096;3755284
bcfea6;6249272;3751638
bcfea6;6256448;3747992
bcfea6;6263624;3744346
bcfea6;6270800;3740700
bcfea6;6277976;3737054
bcfea6;6285152;3733408
bcfea6;6292328;3729762
bcfea6;6299504;3726116
bcfea6;6306680;3722470
bcfea6;6313856;3718824
bcfea6;6321032;3715178
bcfea6;6328208;3711532
bcfea6;6335384;3707886
bcfea6;6342560;3704240
bcfea6;6349736;3700594
bcfea6;6356912;3696948
bcfea6;6364088;3693302
bcfea6;6371264;3689656
bcfea6;6378440;3686010
bcfea6;6385616;3682364
bcfea6;6392792;3678718
bcfea6;6399968;3675072
bcfea6;6407144;3671426
bcfea6;6414320;3667780
bcfea6;6421496;3664134
bcfea6;6428672;3660488
bcfea6;6435848;3656842
bcfea6;6443024;3653196
bcfea6;6450200;3649550
bcfea6;6457376;3645904
bcfea6;6464552;3642258
bcfea6;6471728;3638612
bcfea6;6478904;3634966
bcfea6;6486080;3631320
bcfea6;6500432;3624028
bcfea6;6507608;3620382
bcfea6;6514784;3616736
bcfea6;6521960;3613090
bcfea6;6529136;3609444
bcfea6;6536312;3605798
581a95;6220195;3994341
581a95;6220390;3994682
581a95;6220585;3995023
